"convid","cm","client","subject","open","accepted","updated","created"
466,28,57,"MRT Next Week",FALSE,TRUE,"2016-06-01 16:18:50.031933+00","2016-06-01 16:18:46.685525+00"
467,28,58,"MRT Next Week",FALSE,TRUE,"2016-06-01 16:19:18.871997+00","2016-06-01 16:19:15.109517+00"
468,28,52,"MRT Next Week",FALSE,TRUE,"2016-06-01 16:19:39.649925+00","2016-06-01 16:19:29.918515+00"
469,28,52,"MRT Next Week",FALSE,TRUE,"2016-06-01 16:20:31.048834+00","2016-06-01 16:20:25.148913+00"
463,28,55,"New Convo 2016-06-01 at 16:17:27.717",FALSE,TRUE,"2016-06-01 16:21:13.41588+00","2016-06-01 16:18:01.854346+00"
497,44,171,"Group",FALSE,TRUE,"2016-06-06 20:15:00.199769+00","2016-06-06 20:14:52.269333+00"
479,28,109,"New Convo 2016-06-02 at 19:44:41.369",FALSE,TRUE,"2016-06-02 21:22:18.559252+00","2016-06-02 19:45:16.965459+00"
520,58,249,"CS Hours",FALSE,TRUE,"2016-07-08 14:40:58.250421+00","2016-06-07 19:41:13.090787+00"
483,28,109,"New Convo 2016-06-02 at 21:22:09.366",FALSE,TRUE,"2016-06-02 22:13:32.835553+00","2016-06-02 21:22:45.05191+00"
499,58,233,"Meeting",FALSE,TRUE,"2016-07-08 14:42:56.989349+00","2016-06-06 20:19:03.992446+00"
521,58,250,"Appointment",TRUE,TRUE,"2016-06-07 19:44:26.292769+00","2016-06-07 19:44:26.292769+00"
530,56,236,"contact any time",TRUE,TRUE,"2016-06-13 15:42:47.739999+00","2016-06-08 15:48:39.025661+00"
500,44,172,"New Convo 2016-06-06 at 20:23:12.193",FALSE,TRUE,"2016-06-06 22:28:49.322012+00","2016-06-06 20:23:52.947089+00"
485,28,100,"New Convo 2016-06-05 at 21:42:59.602",FALSE,TRUE,"2016-06-06 16:26:48.499567+00","2016-06-05 21:43:39.14587+00"
490,28,100,"New Convo 2016-06-06 at 18:42:43.889",FALSE,TRUE,"2016-06-06 20:45:20.838018+00","2016-06-06 18:43:24.555049+00"
501,28,75,"New Convo 2016-06-06 at 20:36:06.171",FALSE,TRUE,"2016-07-28 21:26:25.745895+00","2016-06-06 20:36:46.936476+00"
502,28,101,"ATR Appt.",FALSE,TRUE,"2016-06-06 20:48:05.996927+00","2016-06-06 20:48:03.60912+00"
531,56,223,"contact any time",FALSE,TRUE,"2016-06-08 16:33:21.533507+00","2016-06-08 15:49:03.065674+00"
505,58,234,"Test",FALSE,TRUE,"2016-06-29 16:09:34.440968+00","2016-06-06 21:16:08.778481+00"
508,56,236,"Court Hearing",FALSE,TRUE,"2016-06-07 14:55:51.898031+00","2016-06-07 14:55:51.898031+00"
506,44,172,"New Convo 2016-06-06 at 22:28:15.527",FALSE,TRUE,"2016-06-06 23:52:41.840013+00","2016-06-06 22:28:56.39166+00"
509,56,237,"Court Hearing",TRUE,TRUE,"2016-06-07 15:15:36.990443+00","2016-06-07 15:15:36.990443+00"
511,42,239,"ARS assessment Reminder",TRUE,TRUE,"2016-06-07 16:20:14.764937+00","2016-06-07 16:20:14.764937+00"
484,56,223,"Check-Ins",FALSE,TRUE,"2016-06-03 15:00:29.21626+00","2016-06-03 15:00:29.21626+00"
527,56,187,"contact any time",FALSE,TRUE,"2016-06-08 15:46:20.93005+00","2016-06-08 15:46:20.93005+00"
510,56,238,"Court Hearing",FALSE,TRUE,"2016-06-08 15:15:50.486572+00","2016-06-07 15:20:00.211998+00"
512,59,241,"Reminder",FALSE,TRUE,"2016-06-15 19:06:51.998486+00","2016-06-07 16:35:18.715347+00"
525,56,210,"contact any time",TRUE,TRUE,"2016-06-08 15:45:29.81932+00","2016-06-08 15:45:29.81932+00"
524,56,253,"PTS REVOKED",TRUE,TRUE,"2016-06-08 12:57:59.009056+00","2016-06-08 12:57:59.009056+00"
476,56,218,"Missed appointment",TRUE,TRUE,"2016-06-09 18:57:28.141387+00","2016-06-02 19:09:39.376127+00"
481,56,221,"Check-Ins",FALSE,TRUE,"2016-06-02 20:37:02.887303+00","2016-06-02 20:37:02.887303+00"
457,21,41,"Appointments",FALSE,TRUE,"2016-06-10 18:56:28.006701+00","2016-05-31 22:21:54.286483+00"
513,56,240,"Court Hearing",FALSE,TRUE,"2016-06-07 16:36:14.029482+00","2016-06-07 16:36:14.029482+00"
493,49,229,"No group 6/7/16",TRUE,TRUE,"2016-07-14 16:50:42.561019+00","2016-06-06 20:11:39.532302+00"
482,56,222,"Check-Ins",FALSE,TRUE,"2016-06-02 20:47:11.214742+00","2016-06-02 20:47:11.214742+00"
495,49,232,"No group 6/7/16",FALSE,TRUE,"2016-08-24 13:57:13.609641+00","2016-06-06 20:12:24.885369+00"
526,56,183,"contact any time",FALSE,TRUE,"2016-06-08 15:51:58.654925+00","2016-06-08 15:46:01.70987+00"
498,44,171,"New Convo 2016-06-06 at 20:15:21.766",FALSE,TRUE,"2016-07-11 16:41:28.843871+00","2016-06-06 20:16:02.514372+00"
533,56,221,"contact any time",FALSE,TRUE,"2016-06-08 15:50:14.855551+00","2016-06-08 15:50:14.855551+00"
532,56,238,"contact any time",TRUE,TRUE,"2016-06-08 18:04:14.597487+00","2016-06-08 15:49:50.790493+00"
496,49,231,"No group 6/7/16",FALSE,TRUE,"2016-08-04 14:48:24.820882+00","2016-06-06 20:12:39.061067+00"
528,56,186,"contact any time",FALSE,TRUE,"2016-06-08 17:33:55.940791+00","2016-06-08 15:47:42.779382+00"
487,24,225,"TEST TEST",TRUE,TRUE,"2016-08-09 19:29:04.712922+00","2016-06-06 16:00:39.762457+00"
522,58,251,"Probation Appt",FALSE,TRUE,"2016-06-29 16:29:24.317652+00","2016-06-07 20:20:15.237793+00"
537,13,255,"Missed appointment",TRUE,TRUE,"2016-06-30 17:04:09.782367+00","2016-06-08 17:14:47.43463+00"
538,56,223,"Check-Ins",FALSE,TRUE,"2016-06-08 17:32:15.311505+00","2016-06-08 17:32:15.311505+00"
539,56,221,"Court Hearing",FALSE,TRUE,"2016-06-08 17:51:20.277453+00","2016-06-08 17:51:20.277453+00"
515,59,243,"Early Termination",TRUE,TRUE,"2016-06-09 23:58:20.477955+00","2016-06-07 17:05:18.642759+00"
529,56,240,"contact any time",TRUE,TRUE,"2016-07-13 14:23:45.763897+00","2016-06-08 15:48:16.470646+00"
536,58,254,"Appt Probation",FALSE,TRUE,"2016-07-08 14:41:03.750448+00","2016-06-08 16:27:01.907229+00"
543,56,223,"Check-Ins",FALSE,TRUE,"2016-06-08 18:20:40.104223+00","2016-06-08 18:20:40.104223+00"
480,21,220,"appt",FALSE,TRUE,"2016-06-10 18:56:34.18094+00","2016-06-02 20:25:09.964172+00"
475,21,217,"appt",FALSE,TRUE,"2016-06-10 18:56:41.941879+00","2016-06-02 18:56:04.079668+00"
542,56,183,"Check-Ins",FALSE,TRUE,"2016-06-16 20:04:47.328691+00","2016-06-08 18:14:38.903645+00"
519,58,248,"Call",TRUE,TRUE,"2016-08-26 20:44:11.098622+00","2016-06-07 19:34:33.739868+00"
534,56,222,"contact any time",FALSE,TRUE,"2016-06-08 15:50:37.313045+00","2016-06-08 15:50:37.313045+00"
489,58,227,"Fines-Court",FALSE,TRUE,"2016-06-29 15:48:46.60952+00","2016-06-06 17:29:21.954882+00"
516,58,244,"Appointment",FALSE,TRUE,"2016-06-29 15:52:36.662542+00","2016-06-07 19:21:53.882515+00"
507,58,235,"Test",FALSE,TRUE,"2016-06-29 16:09:17.831707+00","2016-06-06 22:32:39.654063+00"
486,58,224,"Test",FALSE,TRUE,"2016-06-29 16:23:44.663071+00","2016-06-06 15:51:54.604643+00"
541,56,256,"Check-Ins",FALSE,TRUE,"2016-06-08 18:12:56.337402+00","2016-06-08 18:12:56.337402+00"
514,59,242,"Attempted contact",FALSE,TRUE,"2016-06-07 16:49:28.445835+00","2016-06-07 16:49:28.445835+00"
518,58,247,"Appt",FALSE,TRUE,"2016-07-08 14:41:11.110703+00","2016-06-07 19:28:26.360643+00"
488,58,226,"Probation",FALSE,TRUE,"2016-07-08 14:43:31.327718+00","2016-06-06 16:21:02.875025+00"
492,49,228,"No group 6/7/16",TRUE,TRUE,"2016-08-19 20:22:35.798889+00","2016-06-06 20:11:11.124395+00"
607,28,48,"Graduation Moved",FALSE,TRUE,"2016-06-14 16:10:01.755475+00","2016-06-14 16:09:59.399496+00"
359,19,159,"pretrial",TRUE,TRUE,"2016-06-24 18:08:36.024177+00","2016-05-17 21:44:55.466089+00"
592,28,196,"New Convo 2016-06-13 at 19:58:39.013",FALSE,TRUE,"2016-06-13 20:03:33.645204+00","2016-06-13 19:59:28.702112+00"
556,3,266,"returning your call",TRUE,TRUE,"2016-06-08 21:06:49.509746+00","2016-06-08 21:06:49.509746+00"
555,54,265,"First Message",FALSE,TRUE,"2016-06-16 13:10:22.976629+00","2016-06-08 20:45:39.447473+00"
608,28,100,"Graduation Moved",FALSE,TRUE,"2016-06-14 16:10:20.041477+00","2016-06-14 16:10:17.127229+00"
560,3,269,"Next appt",TRUE,TRUE,"2016-08-25 01:53:09.395672+00","2016-06-08 23:11:19.54892+00"
559,19,268,"Pretrial",TRUE,TRUE,"2016-06-08 22:28:03.842143+00","2016-06-08 22:28:03.842143+00"
609,28,109,"Graduation Moved",FALSE,TRUE,"2016-06-14 16:10:39.473898+00","2016-06-14 16:10:33.560213+00"
593,28,196,"New Convo 2016-06-13 at 20:03:46.235",FALSE,TRUE,"2016-06-13 21:26:57.213347+00","2016-06-13 20:04:35.928295+00"
626,58,343,"TEST",FALSE,TRUE,"2016-07-08 14:40:27.247139+00","2016-06-15 16:44:25.932401+00"
648,10,364,"reminder",TRUE,TRUE,"2016-06-17 20:39:37.150864+00","2016-06-17 20:39:37.150864+00"
598,59,298,"Attempted Contact ",FALSE,TRUE,"2016-06-13 21:59:01.419855+00","2016-06-13 21:59:01.419855+00"
561,54,168,"FAILED TO U/A",FALSE,TRUE,"2016-06-09 13:48:06.452437+00","2016-06-09 13:40:52.185881+00"
578,56,284,"Court Hearing",TRUE,TRUE,"2016-07-20 14:40:14.030446+00","2016-06-10 14:53:06.287658+00"
637,56,183,"Court Hearing",TRUE,TRUE,"2016-06-22 02:10:43.042216+00","2016-06-16 20:05:37.634539+00"
986,42,545,"compliance",TRUE,TRUE,"2016-07-20 20:24:07.697137+00","2016-07-20 20:24:07.697137+00"
622,28,48,"Tx Plan Update",FALSE,TRUE,"2016-06-15 00:12:37.883546+00","2016-06-15 00:12:32.174216+00"
625,63,320,"Missed UA Call",FALSE,TRUE,"2016-06-28 16:20:00.22812+00","2016-06-15 15:59:50.03771+00"
565,28,198,"New Convo 2016-06-09 at 17:33:43.654",FALSE,TRUE,"2016-06-09 17:39:23.457659+00","2016-06-09 17:34:28.104415+00"
566,54,273,"Client Check In Number",TRUE,TRUE,"2016-06-09 17:51:53.291875+00","2016-06-09 17:51:53.291875+00"
568,56,275,"FTA",TRUE,TRUE,"2016-06-09 19:07:35.60104+00","2016-06-09 19:07:35.60104+00"
569,56,276,"Court Hearing",TRUE,TRUE,"2016-06-09 19:19:54.270495+00","2016-06-09 19:19:54.270495+00"
570,56,277,"Court Hearing",TRUE,TRUE,"2016-06-09 19:26:42.869318+00","2016-06-09 19:26:42.869318+00"
571,56,278,"Court Hearing",TRUE,TRUE,"2016-06-09 19:34:23.198981+00","2016-06-09 19:34:23.198981+00"
643,19,359,"Pretrial",TRUE,TRUE,"2016-06-20 23:27:18.659777+00","2016-06-17 17:02:25.570403+00"
572,28,56,"New Convo 2016-06-09 at 22:30:00.916",FALSE,TRUE,"2016-06-09 23:22:00.069437+00","2016-06-09 22:30:45.626303+00"
573,56,187,"Address Update",TRUE,TRUE,"2016-06-10 14:12:56.134831+00","2016-06-10 14:12:56.134831+00"
574,56,280,"contact any time",TRUE,TRUE,"2016-06-10 14:25:33.861129+00","2016-06-10 14:25:33.861129+00"
576,56,282,"Court Hearing",TRUE,TRUE,"2016-06-10 14:47:36.709545+00","2016-06-10 14:47:36.709545+00"
577,56,283,"Court Hearing",TRUE,TRUE,"2016-06-10 14:49:46.621421+00","2016-06-10 14:49:46.621421+00"
554,56,264,"Court Hearing",FALSE,TRUE,"2016-06-08 20:42:49.687786+00","2016-06-08 20:42:49.687786+00"
579,56,264,"Court Hearing",TRUE,TRUE,"2016-06-10 14:55:23.945332+00","2016-06-10 14:55:23.945332+00"
604,,,"New Convo 2016-06-14 at 01:45:23.242",FALSE,FALSE,"2016-06-14 01:46:13.242428+00","2016-06-14 01:46:13.23475+00"
583,56,287,"Court Hearing",TRUE,TRUE,"2016-06-10 15:43:50.949555+00","2016-06-10 15:38:36.436056+00"
584,56,288,"Court Hearing",TRUE,TRUE,"2016-06-10 15:44:40.868418+00","2016-06-10 15:44:40.868418+00"
586,58,290,"VOA Bed- CALL ME",TRUE,TRUE,"2016-06-10 18:56:09.902362+00","2016-06-10 18:56:09.902362+00"
540,20,24,"New Convo 2016-06-08 at 17:57:08.465",FALSE,TRUE,"2016-06-14 14:04:15.164667+00","2016-06-08 17:57:51.65265+00"
588,24,292,"POSITIVE UA TEST",TRUE,TRUE,"2016-06-10 22:37:28.733021+00","2016-06-10 22:23:16.440354+00"
581,56,221,"Court Hearing",FALSE,TRUE,"2016-06-10 15:17:22.133142+00","2016-06-10 15:17:22.133142+00"
590,56,221,"Court Hearing",TRUE,TRUE,"2016-06-13 16:11:55.368878+00","2016-06-13 16:11:55.368878+00"
563,14,270,"SLC Probation Texting",TRUE,TRUE,"2016-06-14 19:49:52.474821+00","2016-06-09 16:19:17.374474+00"
611,28,109,"New Convo 2016-06-14 at 16:13:16.064",FALSE,TRUE,"2016-06-14 16:32:39.846989+00","2016-06-14 16:14:06.823772+00"
600,58,299,"Testing",FALSE,TRUE,"2016-06-29 16:12:31.974878+00","2016-06-13 22:07:35.18707+00"
618,59,307,"Attempted Contact ",TRUE,TRUE,"2016-06-14 19:50:02.823062+00","2016-06-14 19:49:28.208896+00"
595,59,295,"Attempted Contact ",TRUE,TRUE,"2016-08-24 20:03:23.500187+00","2016-06-13 21:28:00.598829+00"
610,19,301,"pretrial",FALSE,TRUE,"2016-07-29 17:03:03.723664+00","2016-06-14 16:13:03.217367+00"
603,28,196,"New Convo 2016-06-14 at 01:41:59.878",FALSE,TRUE,"2016-06-15 00:13:00.842044+00","2016-06-14 01:42:49.867445+00"
613,28,109,"New Convo 2016-06-14 at 16:51:33.274",FALSE,TRUE,"2016-06-14 17:01:42.961544+00","2016-06-14 16:52:24.067688+00"
575,56,281,"Court Hearing",TRUE,TRUE,"2016-08-03 19:43:43.831293+00","2016-06-10 14:45:31.75638+00"
623,28,48,"New Convo 2016-06-15 at 00:11:55.303",FALSE,TRUE,"2016-06-15 00:13:11.129996+00","2016-06-15 00:12:46.485065+00"
562,58,271,"Follow up",FALSE,TRUE,"2016-06-29 16:15:13.124404+00","2016-06-09 15:57:30.233937+00"
596,59,296,"Attempted Contact ",FALSE,TRUE,"2016-06-21 19:00:53.340578+00","2016-06-13 21:34:47.166306+00"
624,59,342,"Contact",TRUE,TRUE,"2016-08-01 18:32:29.79533+00","2016-06-15 14:55:55.382669+00"
619,14,308,"contact",FALSE,TRUE,"2016-06-16 16:37:53.15835+00","2016-06-14 19:59:08.707434+00"
1001,63,550,"Testing",FALSE,TRUE,"2016-07-22 22:05:48.034268+00","2016-07-21 19:16:37.683503+00"
634,59,350,"Missed Appointment",TRUE,TRUE,"2016-08-24 19:38:58.931986+00","2016-06-16 17:29:20.261366+00"
628,58,345,"Appt",FALSE,TRUE,"2016-07-08 14:41:42.370929+00","2016-06-15 20:06:16.697773+00"
589,58,293,"Test",FALSE,TRUE,"2016-07-08 14:40:34.893931+00","2016-06-13 16:02:59.467838+00"
636,19,35,"pretrial",TRUE,TRUE,"2016-06-16 18:36:44.680604+00","2016-06-16 18:36:44.680604+00"
638,20,354,"Missed Appointment",TRUE,TRUE,"2016-06-16 20:08:01.383974+00","2016-06-16 20:08:01.383974+00"
616,19,305,"pretrial",TRUE,TRUE,"2016-07-26 22:35:00.342561+00","2016-06-14 17:55:32.718654+00"
641,16,180,"New Convo 2016-06-16 at 23:22:15.939",TRUE,FALSE,"2016-07-11 19:34:51.490924+00","2016-06-16 23:23:09.618713+00"
627,59,344,"Attempted Contact ",TRUE,TRUE,"2016-06-16 14:36:59.302722+00","2016-06-15 18:06:21.8911+00"
558,44,172,"New Convo 2016-06-08 at 22:00:24.219",FALSE,TRUE,"2016-06-21 18:42:14.692212+00","2016-06-08 22:01:07.624616+00"
633,63,349,"Text to schedule appt.",FALSE,TRUE,"2016-06-28 16:28:16.873112+00","2016-06-16 17:18:45.484211+00"
635,56,223,"Check-Ins",TRUE,TRUE,"2016-06-16 18:08:46.213013+00","2016-06-16 17:33:16.185585+00"
640,56,355,"Check-Ins",TRUE,TRUE,"2016-06-16 21:09:55.116128+00","2016-06-16 21:09:55.116128+00"
585,58,289,"Test",FALSE,TRUE,"2016-07-08 14:43:14.584375+00","2016-06-10 17:37:23.995881+00"
639,16,356,"Intake",FALSE,TRUE,"2016-07-13 19:11:53.9988+00","2016-06-16 21:07:16.23258+00"
642,28,51,"Tx Plan Update",FALSE,TRUE,"2016-06-17 00:58:49.507913+00","2016-06-17 00:50:48.826088+00"
549,58,260,"Probation Test",FALSE,TRUE,"2016-06-29 15:50:59.393669+00","2016-06-08 19:09:50.333885+00"
645,43,361,"scheduling appt",TRUE,TRUE,"2016-06-17 18:55:29.046029+00","2016-06-17 18:55:29.046029+00"
557,3,267,"court date",TRUE,TRUE,"2016-06-20 19:56:41.407604+00","2016-06-08 21:16:34.605899+00"
629,63,324,"Call about OSC coming up",TRUE,TRUE,"2016-06-17 19:59:06.134023+00","2016-06-15 20:44:50.478305+00"
553,3,197,"Contact me asap",TRUE,TRUE,"2016-06-17 20:28:00.438864+00","2016-06-08 20:28:07.623602+00"
597,59,297,"Attempted Contact ",FALSE,TRUE,"2016-07-11 14:08:18.694518+00","2016-06-13 21:42:10.193024+00"
644,43,360,"scheduling appt",TRUE,TRUE,"2016-06-17 22:35:08.900098+00","2016-06-17 18:51:29.577293+00"
552,58,263,"Review Court",FALSE,TRUE,"2016-07-01 14:02:04.142301+00","2016-06-08 20:02:36.362543+00"
630,24,347,"Unfiled Case",TRUE,TRUE,"2016-06-20 14:32:06.085043+00","2016-06-16 14:18:48.897197+00"
580,56,285,"Court Hearing",FALSE,TRUE,"2016-06-10 15:04:44.61882+00","2016-06-10 15:04:44.61882+00"
551,58,262,"TEST",FALSE,TRUE,"2016-06-29 16:21:44.541872+00","2016-06-08 19:49:26.534605+00"
591,21,41,"Missed Checkin",FALSE,TRUE,"2016-06-23 16:11:56.879579+00","2016-06-13 16:31:11.560625+00"
631,63,329,"Instructed to call for appt.",FALSE,TRUE,"2016-06-28 17:01:02.742357+00","2016-06-16 14:46:25.314357+00"
606,58,300,"Test",FALSE,TRUE,"2016-06-29 16:03:21.527361+00","2016-06-14 15:39:30.861784+00"
602,19,140,"pretrial2",TRUE,TRUE,"2016-07-07 23:25:51.833928+00","2016-06-13 23:20:25.999554+00"
587,58,291,"Test",FALSE,TRUE,"2016-06-29 16:21:30.062882+00","2016-06-10 19:39:50.825367+00"
647,59,363,"Attempted Contact ",FALSE,TRUE,"2016-07-26 22:22:27.839878+00","2016-06-17 19:54:20.371637+00"
1016,28,120,"October Graduation Info",FALSE,TRUE,"2016-07-26 18:36:34.198783+00","2016-07-26 16:32:55.659252+00"
632,59,241,"Missed UA's ",TRUE,TRUE,"2016-06-28 18:39:09.863033+00","2016-06-16 15:11:56.376668+00"
614,24,303,"High Risk",TRUE,TRUE,"2016-06-28 18:40:33.702314+00","2016-06-14 17:30:26.769645+00"
605,20,24,"UA",TRUE,TRUE,"2016-08-11 21:44:40.583116+00","2016-06-14 12:08:43.039569+00"
612,59,302,"Attempted Contact ",FALSE,TRUE,"2016-08-04 16:24:21.608555+00","2016-06-14 16:44:27.686309+00"
567,56,274,"Check-Ins",TRUE,TRUE,"2016-07-12 14:38:24.269407+00","2016-06-09 18:54:49.701738+00"
582,58,286,"Test",FALSE,TRUE,"2016-07-08 14:41:29.711925+00","2016-06-10 15:18:25.595513+00"
564,58,272,"Court",FALSE,TRUE,"2016-07-08 14:43:37.270049+00","2016-06-09 17:02:15.531981+00"
615,59,304,"Attempted Contact ",FALSE,TRUE,"2016-08-16 14:44:33.640807+00","2016-06-14 17:49:12.694165+00"
550,58,261,"Test",FALSE,TRUE,"2016-06-29 16:14:41.788624+00","2016-06-08 19:25:56.168307+00"
617,59,306,"Attempted Contact ",TRUE,TRUE,"2016-07-18 16:51:21.231549+00","2016-06-14 19:17:16.154868+00"
646,43,362,"setting appt",TRUE,TRUE,"2016-06-17 21:30:46.29918+00","2016-06-17 18:58:13.366695+00"
1081,22,576,"New Conversation on 07/27",FALSE,TRUE,"2016-07-27 19:03:21.612613+00","2016-07-27 18:54:19.488969+00"
1082,22,574,"New Convo 2016-07-27 at 18:57:18.003",FALSE,TRUE,"2016-07-27 19:04:47.78881+00","2016-07-27 18:59:04.201932+00"
989,28,55,"CS",FALSE,TRUE,"2016-07-21 00:56:06.312378+00","2016-07-21 00:03:04.407612+00"
309,28,32,"New Convo 2016-05-10 at 21:03:42.652",FALSE,TRUE,"2016-05-10 21:04:30.483669+00","2016-05-10 21:03:49.014831+00"
996,28,534,"HI",FALSE,TRUE,"2016-07-21 17:26:36.51776+00","2016-07-21 17:26:24.969631+00"
997,28,55,"CS today?",FALSE,TRUE,"2016-07-21 17:29:34.462251+00","2016-07-21 17:29:29.096959+00"
1174,63,550,"Missed Drug Test",FALSE,TRUE,"2016-08-01 21:56:07.750147+00","2016-07-29 14:56:03.208472+00"
1191,14,609,"New Conversation on 07/29",TRUE,TRUE,"2016-08-24 15:59:47.808371+00","2016-07-29 18:00:21.189586+00"
1177,66,600,"New Conversation on 07/29",TRUE,TRUE,"2016-07-29 14:58:02.996788+00","2016-07-29 14:56:39.180414+00"
995,63,548,"Reschedule Appointment",FALSE,TRUE,"2016-07-22 22:05:38.7695+00","2016-07-21 17:23:41.089383+00"
1027,28,52,"October Graduation Info",FALSE,TRUE,"2016-07-26 18:41:55.283022+00","2016-07-26 16:42:06.552101+00"
1210,74,619,"Contact to set PSR Appointment",FALSE,TRUE,"2016-08-01 16:37:22.98623+00","2016-08-01 15:03:03.913029+00"
1028,28,50,"October Graduation Info",FALSE,TRUE,"2016-07-26 18:42:24.688407+00","2016-07-26 16:44:32.235195+00"
1036,28,532,"New Convo 2016-07-26 at 18:48:14.518",FALSE,TRUE,"2016-07-26 18:58:22.869786+00","2016-07-26 18:49:59.405662+00"
1021,22,557,"POSITIVE DRUG TESTS",FALSE,TRUE,"2016-07-26 16:37:03.451261+00","2016-07-26 16:36:27.404984+00"
1055,22,566,"New Conversation on 07/27",FALSE,TRUE,"2016-07-27 16:24:24.778406+00","2016-07-27 13:58:16.860699+00"
1069,22,568,"New Conversation on 07/27",FALSE,TRUE,"2016-07-27 16:26:16.917577+00","2016-07-27 16:25:54.302331+00"
1171,67,599,"New Conversation on 07/29",TRUE,TRUE,"2016-07-29 23:07:26.043674+00","2016-07-29 14:34:29.203169+00"
1259,73,628,"New Convo 2016-08-02 at 01:27:25.729",TRUE,TRUE,"2016-08-04 17:20:16.885034+00","2016-08-02 01:29:18.788968+00"
1105,67,583,"New Conversation on 07/28",TRUE,TRUE,"2016-08-22 17:40:52.742846+00","2016-07-28 14:04:06.241136+00"
1030,16,559,"attempted contact",FALSE,TRUE,"2016-07-28 14:47:57.848657+00","2016-07-26 16:56:38.314915+00"
1125,21,590,"New Conversation on 07/28",FALSE,TRUE,"2016-08-03 14:52:21.783325+00","2016-07-28 20:16:33.849597+00"
1000,16,549,"appointment",FALSE,TRUE,"2016-07-28 14:48:20.624964+00","2016-07-21 18:17:19.274501+00"
1029,22,558,"+ UA 07/14, MISS 07/20",FALSE,TRUE,"2016-07-26 18:28:39.709049+00","2016-07-26 16:48:48.319062+00"
1080,22,574,"New Conversation on 07/27",FALSE,TRUE,"2016-07-27 18:52:28.22196+00","2016-07-27 18:51:55.006595+00"
1017,28,49,"October Graduation Info",FALSE,TRUE,"2016-07-26 18:37:37.964788+00","2016-07-26 16:33:29.292216+00"
1084,63,334,"Testing with TASC",FALSE,TRUE,"2016-07-29 18:01:38.096611+00","2016-07-27 19:55:10.100864+00"
1126,70,591,"New Conversation on 07/28",FALSE,TRUE,"2016-08-10 15:00:50.581746+00","2016-07-28 20:22:46.705422+00"
1250,71,638,"Testing",TRUE,TRUE,"2016-08-26 21:46:15.805548+00","2016-08-01 20:56:54.54787+00"
1018,28,51,"October Graduation Info",FALSE,TRUE,"2016-07-26 18:38:09.135717+00","2016-07-26 16:33:59.039028+00"
1020,28,196,"October Graduation Info",FALSE,TRUE,"2016-07-26 18:38:48.851326+00","2016-07-26 16:36:11.946496+00"
1206,67,618,"New Conversation on 08/01",FALSE,TRUE,"2016-08-01 14:49:30.403402+00","2016-08-01 14:49:30.403402+00"
1023,28,100,"October Graduation Info",FALSE,TRUE,"2016-07-26 18:39:25.854694+00","2016-07-26 16:38:13.966476+00"
1214,74,620,"Request appointment ",FALSE,TRUE,"2016-08-22 15:21:20.491031+00","2016-08-01 15:17:22.486352+00"
1025,28,57,"October Graduation Info",FALSE,TRUE,"2016-07-26 18:40:01.707173+00","2016-07-26 16:40:40.172283+00"
1190,63,433,"Where are you?",FALSE,TRUE,"2016-07-29 18:03:05.110227+00","2016-07-29 17:42:14.365919+00"
1134,22,594,"New Conversation on 07/28",FALSE,TRUE,"2016-07-28 21:05:20.150491+00","2016-07-28 21:03:16.504694+00"
1024,28,64,"October Graduation Info",FALSE,TRUE,"2016-07-26 18:40:37.143677+00","2016-07-26 16:38:52.690496+00"
1136,22,595,"New Conversation on 07/28",FALSE,TRUE,"2016-07-28 21:35:04.966448+00","2016-07-28 21:34:42.758678+00"
1137,28,52,"Hello",FALSE,TRUE,"2016-07-28 21:49:40.730376+00","2016-07-28 21:49:32.492331+00"
1026,28,58,"October Graduation Info",FALSE,TRUE,"2016-07-26 18:41:13.37677+00","2016-07-26 16:41:36.875169+00"
1138,10,596,"New Conversation on 07/28",TRUE,TRUE,"2016-07-28 21:52:22.058232+00","2016-07-28 21:52:22.058232+00"
1139,28,75,"Graduation",FALSE,TRUE,"2016-07-28 21:58:58.31433+00","2016-07-28 21:58:50.636726+00"
1144,28,404,"Graduation",FALSE,TRUE,"2016-07-28 22:00:13.422883+00","2016-07-28 22:00:11.353158+00"
1145,28,56,"Graduation",FALSE,TRUE,"2016-07-28 22:00:28.055386+00","2016-07-28 22:00:25.292086+00"
1146,28,120,"Graduation",FALSE,TRUE,"2016-07-28 22:00:38.943269+00","2016-07-28 22:00:36.840499+00"
1147,28,102,"Graduation",FALSE,TRUE,"2016-07-28 22:00:54.848787+00","2016-07-28 22:00:52.873089+00"
1148,28,109,"Graduation",FALSE,TRUE,"2016-07-28 22:01:17.926488+00","2016-07-28 22:01:16.171492+00"
1149,28,534,"Graduation",FALSE,TRUE,"2016-07-28 22:01:34.711017+00","2016-07-28 22:01:28.387526+00"
1150,28,49,"Graduation",FALSE,TRUE,"2016-07-28 22:01:50.799768+00","2016-07-28 22:01:48.880955+00"
987,44,215,"Hey",FALSE,TRUE,"2016-07-28 22:29:13.354235+00","2016-07-20 22:28:24.543597+00"
1170,22,576,"New Conversation on 07/29",FALSE,TRUE,"2016-07-29 14:00:58.176334+00","2016-07-29 13:59:46.490474+00"
1173,66,600,"New Conversation on 07/29",FALSE,TRUE,"2016-07-29 14:55:56.235518+00","2016-07-29 14:55:56.235518+00"
