"convid","cm","client","subject","open","accepted","updated","created"
20,13,14,"Automatically created on 2016-03-24 at 14:47:21.795",FALSE,TRUE,"2016-03-24 14:49:10.892999+00","2016-03-24 14:47:16.079242+00"
1,1,1,"Automatically created on 2016-03-23 at 07:19:25.248",FALSE,TRUE,"2016-03-23 14:04:11.987852+00","2016-03-23 07:19:22.352953+00"
39,23,25,"Automatically created on 2016-03-24 at 21:26:27.513",TRUE,TRUE,"2016-03-24 21:26:42.779742+00","2016-03-24 21:26:21.206601+00"
21,13,14,"Automatically created on 2016-03-24 at 14:49:29.771",TRUE,TRUE,"2016-03-24 14:50:22.590635+00","2016-03-24 14:49:24.052679+00"
2,2,2,"Missed appointmenet",FALSE,TRUE,"2016-03-23 14:49:19.919124+00","2016-03-23 14:46:30.399008+00"
3,2,2,"Automatically created on 2016-03-23 at 14:50:17.475",TRUE,TRUE,"2016-03-23 14:51:19.9113+00","2016-03-23 14:50:13.90348+00"
79,24,39,"TEST",FALSE,TRUE,"2016-05-18 13:49:50.780466+00","2016-03-30 02:04:55.11563+00"
4,3,3,"test",FALSE,TRUE,"2016-03-23 15:07:03.465683+00","2016-03-23 15:03:21.02332+00"
53,19,35,"classes",FALSE,TRUE,"2016-06-16 18:36:22.110041+00","2016-03-25 18:57:39.024708+00"
40,20,26,"Test",FALSE,TRUE,"2016-04-13 16:11:01.212081+00","2016-03-24 21:34:43.677217+00"
23,16,16,"test",TRUE,TRUE,"2016-05-26 18:49:00.42147+00","2016-03-24 15:12:30.566824+00"
16,11,12,"Automatically created on 2016-03-23 at 21:14:55.312",FALSE,TRUE,"2016-06-02 16:08:48.857159+00","2016-03-23 21:14:51.170031+00"
54,24,36,"Nathan please call me when you get the chance. this number I am testing you from is a test app only and cannot receive calls. Talk to you soon.",FALSE,TRUE,"2016-03-28 18:33:20.756149+00","2016-03-28 18:30:17.455352+00"
8,6,6,"Missed an appt on 3/22",FALSE,TRUE,"2016-03-23 19:17:34.952168+00","2016-03-23 19:16:31.913055+00"
25,17,17,"missed appointment",FALSE,TRUE,"2016-03-24 15:47:57.980687+00","2016-03-24 15:45:54.813385+00"
9,7,7,"Missed appointment",FALSE,TRUE,"2016-03-23 19:40:46.757033+00","2016-03-23 19:38:24.595048+00"
26,17,17,"Automatically created on 2016-03-24 at 15:48:44.147",TRUE,FALSE,"2016-03-24 15:48:38.348104+00","2016-03-24 15:48:38.341216+00"
41,24,27,"test phone example",FALSE,TRUE,"2016-03-24 21:51:52.488291+00","2016-03-24 21:49:39.595661+00"
10,8,8,"Court reminder",FALSE,TRUE,"2016-03-23 20:08:03.013937+00","2016-03-23 19:58:31.783002+00"
11,8,8,"new conversation",TRUE,TRUE,"2016-03-23 20:14:02.658182+00","2016-03-23 20:14:02.658182+00"
27,19,18,"missed ua",FALSE,TRUE,"2016-03-24 16:37:12.564456+00","2016-03-24 16:35:30.9536+00"
12,9,9,"missed appointment ",FALSE,TRUE,"2016-03-23 20:16:00.528388+00","2016-03-23 20:14:16.909301+00"
13,10,10,"missed appointment",FALSE,TRUE,"2016-03-23 20:27:48.967981+00","2016-03-23 20:24:27.861088+00"
5,3,3,"test 2",FALSE,TRUE,"2016-04-11 21:03:22.035756+00","2016-03-23 15:10:47.698437+00"
42,25,28,"missed UA",FALSE,TRUE,"2016-03-24 22:04:07.461813+00","2016-03-24 22:02:04.114837+00"
15,11,12,"test for me",FALSE,TRUE,"2016-03-23 21:14:42.230211+00","2016-03-23 21:13:29.129613+00"
80,19,53,"calling in",TRUE,TRUE,"2016-04-12 15:55:03.61444+00","2016-03-30 14:52:24.923553+00"
48,28,32,"Missed UA",FALSE,TRUE,"2016-03-24 23:02:05.466818+00","2016-03-24 23:00:39.902528+00"
17,12,13,"court app is coming up",FALSE,TRUE,"2016-03-24 14:43:12.447675+00","2016-03-24 14:39:38.954132+00"
18,12,13,"missed appt",TRUE,TRUE,"2016-03-24 14:43:12.451223+00","2016-03-24 14:43:12.451223+00"
29,19,19,"Daily Check In's",FALSE,TRUE,"2016-03-24 17:17:38.842441+00","2016-03-24 16:58:23.196719+00"
19,13,14,"Upcoming court date",FALSE,TRUE,"2016-03-24 14:46:46.515206+00","2016-03-24 14:44:53.937865+00"
972,28,48,"Graduation ",FALSE,TRUE,"2016-07-19 21:19:23.112527+00","2016-07-19 21:11:20.402245+00"
49,28,32,"Automatically created on 2016-03-24 at 23:02:32.255",FALSE,TRUE,"2016-03-24 23:07:29.464274+00","2016-03-24 23:02:25.803509+00"
43,25,28,"Automatically created on 2016-03-24 at 22:04:42.865",FALSE,TRUE,"2016-03-24 22:05:40.989812+00","2016-03-24 22:04:36.500806+00"
31,20,21,"Missed Appointment",FALSE,TRUE,"2016-03-24 20:14:47.641055+00","2016-03-24 20:12:39.981083+00"
57,20,38,"Test",FALSE,TRUE,"2016-04-13 16:16:02.222835+00","2016-03-28 18:59:13.396886+00"
74,28,50,"text",FALSE,TRUE,"2016-03-30 00:34:50.92692+00","2016-03-30 00:05:28.136966+00"
81,24,54,"TEST",FALSE,TRUE,"2016-03-31 21:56:41.1242+00","2016-03-30 17:54:53.19735+00"
33,21,22,"missed appointment",FALSE,TRUE,"2016-03-24 20:30:16.781561+00","2016-03-24 20:26:23.174386+00"
1339,54,668,"CHECK IN",TRUE,TRUE,"2016-08-04 19:05:53.959994+00","2016-08-04 19:05:53.959994+00"
44,26,29,"Training",FALSE,TRUE,"2016-03-24 22:11:58.888279+00","2016-03-24 22:08:48.965957+00"
35,22,23,"Missed UA",FALSE,TRUE,"2016-03-24 21:07:27.859815+00","2016-03-24 21:05:31.285694+00"
67,26,45,"What's up",FALSE,TRUE,"2016-04-11 14:51:45.978587+00","2016-03-29 17:50:44.971016+00"
45,27,30,"Missed UA",FALSE,TRUE,"2016-03-24 22:46:17.235911+00","2016-03-24 22:43:54.017929+00"
37,22,23,"Automatically created on 2016-03-24 at 21:08:40.280",FALSE,TRUE,"2016-07-06 18:03:34.163845+00","2016-03-24 21:08:34.000006+00"
46,27,30,"Automatically created on 2016-03-24 at 22:46:38.482",TRUE,FALSE,"2016-03-24 22:46:32.062953+00","2016-03-24 22:46:32.055111+00"
7,5,5,"Missed meeting",TRUE,TRUE,"2016-07-18 20:59:25.864285+00","2016-03-23 18:47:28.284344+00"
47,2,31,"Missed UA",TRUE,TRUE,"2016-03-24 22:50:26.249898+00","2016-03-24 22:49:34.772231+00"
38,23,25,"missed ua",FALSE,TRUE,"2016-03-24 21:26:01.757594+00","2016-03-24 21:23:11.170251+00"
61,24,42,"This is Jo Ann from Pretrial",FALSE,TRUE,"2016-03-28 21:45:42.001539+00","2016-03-28 21:44:08.547113+00"
71,24,37,"test",FALSE,TRUE,"2016-05-18 13:48:54.235759+00","2016-03-29 22:09:43.644533+00"
51,19,34,"check ins",FALSE,TRUE,"2016-03-25 15:23:15.451753+00","2016-03-25 15:20:12.984393+00"
30,19,20,"missed call ins",FALSE,TRUE,"2016-03-25 15:23:27.123434+00","2016-03-24 17:15:37.801962+00"
28,19,18,"Automatically created on 2016-03-24 at 16:37:46.777",FALSE,TRUE,"2016-03-25 15:24:30.347245+00","2016-03-24 16:37:40.898623+00"
50,26,33,"Supervision Contact",FALSE,TRUE,"2016-03-25 18:13:02.802887+00","2016-03-25 13:49:11.846414+00"
52,19,35,"classes",FALSE,TRUE,"2016-03-25 18:57:39.020476+00","2016-03-25 17:25:12.147422+00"
82,19,20,"pretrial",TRUE,TRUE,"2016-04-25 16:37:12.195033+00","2016-03-30 19:55:22.10457+00"
55,24,36,"This is Jo Ann by the way. Sorry",FALSE,TRUE,"2016-03-28 21:49:46.263432+00","2016-03-28 18:33:20.759539+00"
66,20,43,"Missed UA",TRUE,TRUE,"2016-03-29 14:58:26.772546+00","2016-03-29 14:57:27.063752+00"
76,28,52,"text",FALSE,TRUE,"2016-03-30 00:14:22.883917+00","2016-03-30 00:08:00.809438+00"
56,24,37,"Terra, this is Jo-ann from pretrial. I need to speak with you asap. You have court tomorrow and it is extremely important that I speak with you today. Thank You ",FALSE,TRUE,"2016-03-28 21:47:30.737539+00","2016-03-28 18:44:46.974207+00"
63,24,37,"Court Tomorrow",FALSE,TRUE,"2016-04-04 16:40:12.420212+00","2016-03-28 21:47:30.741501+00"
14,3,11,"todays appt",TRUE,TRUE,"2016-05-25 16:11:24.43153+00","2016-03-23 20:42:41.714515+00"
60,19,40,"check ins",FALSE,TRUE,"2016-04-25 16:44:15.631908+00","2016-03-28 20:09:28.399396+00"
68,24,46,"TEST TEXT",TRUE,TRUE,"2016-05-24 17:08:07.873373+00","2016-03-29 19:29:30.684831+00"
69,28,49,"Missed group",FALSE,TRUE,"2016-03-29 22:09:24.436791+00","2016-03-29 22:08:58.415365+00"
65,24,39,"TEST",FALSE,TRUE,"2016-04-04 16:40:38.557668+00","2016-03-28 21:53:10.787735+00"
70,28,49,"Test",FALSE,TRUE,"2016-03-29 23:28:23.163219+00","2016-03-29 22:09:24.440087+00"
72,28,47,"text ",FALSE,TRUE,"2016-03-30 00:04:15.559144+00","2016-03-30 00:03:47.91213+00"
75,28,51,"text",FALSE,TRUE,"2016-03-30 00:06:12.075043+00","2016-03-30 00:05:58.533119+00"
73,28,48,"text",FALSE,TRUE,"2016-03-30 00:38:42.216505+00","2016-03-30 00:04:28.897747+00"
92,20,24,"Automatically created on 2016-04-05 at 18:22:04.426",FALSE,FALSE,"2016-04-22 18:35:56.254134+00","2016-04-05 18:21:32.859076+00"
91,24,143,"NON COMPLIANCE",FALSE,TRUE,"2016-05-19 14:04:06.025388+00","2016-04-05 04:25:49.262513+00"
78,28,32,"Automatically created on 2016-03-30 at 00:54:06.723",FALSE,TRUE,"2016-04-06 16:09:42.666797+00","2016-03-30 00:53:49.433705+00"
32,20,21,"Automatically created on 2016-03-24 at 20:16:23.218",FALSE,TRUE,"2016-04-13 16:15:49.158947+00","2016-03-24 20:16:17.016059+00"
86,24,27,"PRETRIAL CLOSURE",FALSE,TRUE,"2016-03-31 21:48:15.714034+00","2016-03-31 16:22:35.803067+00"
85,24,59,"TEST",FALSE,TRUE,"2016-05-11 17:19:11.801152+00","2016-03-31 16:13:06.419685+00"
84,28,51,"Automatically created on 2016-03-30 at 22:41:09.731",FALSE,TRUE,"2016-03-31 00:52:08.438364+00","2016-03-30 22:40:50.514966+00"
83,28,50,"Automatically created on 2016-03-30 at 20:22:35.229",FALSE,TRUE,"2016-03-31 00:58:05.349203+00","2016-03-30 20:22:16.218545+00"
62,24,42,"This is Joann from Pretrial",TRUE,TRUE,"2016-04-05 20:10:01.14624+00","2016-03-28 21:45:42.005064+00"
22,14,15,"court app",FALSE,TRUE,"2016-04-27 20:49:59.91871+00","2016-03-24 14:55:20.475388+00"
88,24,60,"TEST",FALSE,TRUE,"2016-03-31 21:57:24.394407+00","2016-03-31 17:12:54.274052+00"
87,24,60,"intake",FALSE,TRUE,"2016-03-31 17:12:54.270172+00","2016-03-31 16:39:04.425049+00"
64,24,36,"Missed UA Test",FALSE,TRUE,"2016-03-31 21:48:30.674147+00","2016-03-28 21:49:46.26698+00"
89,4,62,"test",FALSE,TRUE,"2016-04-04 16:08:40.137771+00","2016-04-04 16:06:37.584475+00"
36,20,24,"Test",FALSE,TRUE,"2016-03-24 21:09:16.266698+00","2016-03-24 21:08:10.443634+00"
1008,63,329,"Court Phone",FALSE,TRUE,"2016-07-26 14:50:46.361816+00","2016-07-26 14:07:15.681103+00"
1012,28,101,"October Graduation Info",FALSE,TRUE,"2016-07-26 18:34:27.311533+00","2016-07-26 16:27:31.31674+00"
90,24,63,"TEST",TRUE,TRUE,"2016-08-19 16:45:34.540292+00","2016-04-04 16:39:19.138628+00"
1009,63,550,"Missed UA Call",FALSE,TRUE,"2016-07-29 14:54:42.157114+00","2016-07-26 14:49:47.475497+00"
112,24,71,"check in",TRUE,TRUE,"2016-04-07 13:35:40.857426+00","2016-04-07 13:33:38.034225+00"
161,28,102,"Automatically created on 2016-04-18 at 16:35:41.286",FALSE,TRUE,"2016-04-18 16:50:13.012009+00","2016-04-18 16:34:42.243149+00"
111,28,56,"Automatically created on 2016-04-07 at 00:17:27.996",FALSE,TRUE,"2016-04-07 16:06:36.600017+00","2016-04-07 00:16:53.760063+00"
118,19,76,"court",TRUE,TRUE,"2016-07-07 22:46:50.806489+00","2016-04-08 16:17:54.322913+00"
160,24,103,"INTRO",FALSE,TRUE,"2016-05-11 17:27:11.533013+00","2016-04-18 16:18:12.832694+00"
128,24,85,"Intro",FALSE,TRUE,"2016-05-17 18:14:35.088998+00","2016-04-11 21:34:08.834026+00"
115,13,74,"Appointment Needed",TRUE,TRUE,"2016-04-07 21:01:35.639905+00","2016-04-07 20:54:33.494873+00"
127,3,84,"Todays appt",FALSE,TRUE,"2016-04-12 16:50:20.201307+00","2016-04-11 21:09:21.03068+00"
114,28,56,"Automatically created on 2016-04-07 at 16:18:21.345",FALSE,TRUE,"2016-04-07 23:01:47.756929+00","2016-04-07 16:17:45.682727+00"
141,24,37,"none",FALSE,TRUE,"2016-05-19 14:05:22.208922+00","2016-04-14 05:28:07.754298+00"
96,28,49,"Automatically created on 2016-04-05 at 22:23:58.876",FALSE,TRUE,"2016-04-06 16:09:56.338023+00","2016-04-05 22:23:26.949135+00"
116,28,75,"Save this number",FALSE,TRUE,"2016-04-08 02:00:07.685171+00","2016-04-08 01:58:58.752626+00"
140,28,50,"Automatically created on 2016-04-13 at 21:03:38.460",FALSE,TRUE,"2016-04-14 17:43:03.888679+00","2016-04-13 21:02:49.659716+00"
974,28,48,"New Convo 2016-07-19 at 21:18:45.580",FALSE,TRUE,"2016-07-19 21:20:48.125907+00","2016-07-19 21:20:21.52555+00"
119,19,78,"Pretrial",TRUE,TRUE,"2016-04-08 17:20:04.215041+00","2016-04-08 17:15:52.146823+00"
981,56,543,"Check-Ins",TRUE,TRUE,"2016-08-17 13:37:04.852325+00","2016-07-20 14:17:07.156906+00"
123,19,68,"Pretrial",TRUE,TRUE,"2016-04-12 17:25:43.195945+00","2016-04-11 16:11:44.416699+00"
973,28,109,"Graduation ",FALSE,TRUE,"2016-07-19 21:19:34.063992+00","2016-07-19 21:11:20.402706+00"
975,28,32,"Who is this$1",FALSE,TRUE,"2016-07-21 17:11:50.521466+00","2016-07-19 21:58:00.304211+00"
143,28,58,"Continuing Care",FALSE,TRUE,"2016-04-14 17:45:38.055245+00","2016-04-14 17:45:06.375598+00"
105,19,70,"checking in",TRUE,TRUE,"2016-04-06 17:11:08.377184+00","2016-04-06 17:10:13.562286+00"
136,24,89,"revocation",FALSE,TRUE,"2016-06-10 22:07:54.453553+00","2016-04-12 21:34:51.802361+00"
120,24,79,"Introduction",FALSE,TRUE,"2016-06-10 22:08:44.729927+00","2016-04-08 20:17:48.784584+00"
106,24,71,"COMPLIANCE ISSUE",FALSE,TRUE,"2016-04-06 20:00:26.17032+00","2016-04-06 18:01:13.325568+00"
132,3,87,"Need assessment",TRUE,TRUE,"2016-04-12 18:11:13.968079+00","2016-04-12 16:52:04.596263+00"
133,19,88,"Pretrial",TRUE,TRUE,"2016-04-12 18:28:28.763573+00","2016-04-12 17:27:37.210393+00"
107,24,71,"compliance",FALSE,TRUE,"2016-04-06 20:01:51.003934+00","2016-04-06 20:00:26.173551+00"
103,19,68,"checking in",FALSE,TRUE,"2016-04-11 16:11:44.41342+00","2016-04-06 16:55:41.191811+00"
122,24,37,"none",FALSE,TRUE,"2016-05-19 14:04:27.840956+00","2016-04-09 01:07:07.649383+00"
104,19,69,"checking in",TRUE,TRUE,"2016-04-11 16:18:40.7597+00","2016-04-06 17:07:05.657551+00"
110,28,56,"Remember?",FALSE,TRUE,"2016-04-07 00:06:53.23271+00","2016-04-07 00:03:04.229334+00"
108,24,71,"error",FALSE,TRUE,"2016-04-07 13:33:38.027524+00","2016-04-06 20:01:51.007121+00"
100,28,32,"Automatically created on 2016-04-06 at 16:22:36.972",FALSE,TRUE,"2016-04-06 16:27:58.847395+00","2016-04-06 16:22:03.445412+00"
157,28,64,"Group Tonight",FALSE,TRUE,"2016-04-18 15:42:11.331751+00","2016-04-18 15:41:37.645602+00"
97,28,52,"Brandon Stubbs",FALSE,TRUE,"2016-05-18 21:44:55.276271+00","2016-04-06 06:01:15.89288+00"
95,28,52,"Where were you?",FALSE,TRUE,"2016-04-06 15:05:19.420312+00","2016-04-05 22:21:49.870098+00"
144,28,58,"Automatically created on 2016-04-14 at 17:58:33.007",FALSE,TRUE,"2016-04-14 18:03:49.051177+00","2016-04-14 17:57:42.360696+00"
93,24,65,"CASE FILE AND CHECKING IN ISSUE",FALSE,TRUE,"2016-04-12 21:27:45.145674+00","2016-04-05 19:55:40.075159+00"
139,19,19,"Pretrial",TRUE,TRUE,"2016-06-02 22:43:51.881481+00","2016-04-13 17:08:38.736039+00"
152,20,26,"Automatically created on 2016-04-18 at 15:14:01.680",TRUE,TRUE,"2016-07-06 21:18:57.36626+00","2016-04-18 15:13:02.756681+00"
162,26,104,"Failed to initiate",FALSE,TRUE,"2016-04-18 17:33:27.989336+00","2016-04-18 17:31:45.459331+00"
155,28,48,"Automatically created on 2016-04-18 at 15:41:04.552",FALSE,TRUE,"2016-04-18 15:42:33.373775+00","2016-04-18 15:40:05.589593+00"
121,24,80,"intake",FALSE,TRUE,"2016-04-11 21:46:20.400272+00","2016-04-08 22:19:24.349363+00"
151,24,99,"TEXT NUMBER",TRUE,TRUE,"2016-04-15 21:44:10.536806+00","2016-04-15 21:43:02.692018+00"
113,24,73,"TEST TEXT",FALSE,TRUE,"2016-05-11 20:00:08.088879+00","2016-04-07 16:05:14.627464+00"
117,28,75,"Automatically created on 2016-04-08 at 02:02:03.500",FALSE,TRUE,"2016-04-11 23:02:04.450615+00","2016-04-08 02:01:26.962872+00"
126,24,83,"Intro",FALSE,TRUE,"2016-05-18 14:48:42.033339+00","2016-04-11 19:38:20.777538+00"
145,3,93,"r/s appt",FALSE,TRUE,"2016-04-14 21:10:58.695138+00","2016-04-14 20:46:32.988815+00"
138,24,90,"New Client",TRUE,TRUE,"2016-04-13 16:45:14.838394+00","2016-04-13 16:44:20.038224+00"
149,24,96,"CHECKING IN AND COURT",FALSE,TRUE,"2016-04-15 18:12:20.759108+00","2016-04-15 18:08:52.003047+00"
134,19,34,"pretrial",TRUE,TRUE,"2016-04-18 18:23:57.883135+00","2016-04-12 19:11:09.91767+00"
135,24,65,"Almir?",TRUE,TRUE,"2016-04-13 19:01:14.520795+00","2016-04-12 21:27:45.152308+00"
158,28,100,"Group Tonight",FALSE,TRUE,"2016-04-18 15:46:04.518524+00","2016-04-18 15:45:18.707375+00"
146,32,94,"missed a ua appt",FALSE,TRUE,"2016-04-14 21:48:46.771566+00","2016-04-14 21:47:28.964741+00"
153,28,48,"Group Tonight",FALSE,TRUE,"2016-04-18 15:38:57.655378+00","2016-04-18 15:36:06.358635+00"
163,26,104,"Office Check In",FALSE,TRUE,"2016-05-19 16:31:28.328347+00","2016-04-18 17:33:27.992893+00"
147,32,94,"Automatically created on 2016-04-14 at 21:50:15.542",TRUE,TRUE,"2016-04-14 21:50:12.332115+00","2016-04-14 21:49:24.557484+00"
137,20,26,"Letter",FALSE,TRUE,"2016-04-14 22:42:59.621231+00","2016-04-13 16:11:01.215687+00"
148,24,95,"UA Tests",FALSE,TRUE,"2016-06-06 21:14:05.920848+00","2016-04-15 15:29:32.209411+00"
179,24,37,"NON COMPLIANT",FALSE,TRUE,"2016-04-20 16:58:40.958195+00","2016-04-20 16:57:05.484327+00"
154,28,49,"Group Tonight",FALSE,TRUE,"2016-04-18 15:40:05.601663+00","2016-04-18 15:39:24.014627+00"
159,28,102,"Group Tonight",FALSE,TRUE,"2016-04-18 15:47:58.694169+00","2016-04-18 15:47:30.499675+00"
156,28,51,"Group Tonight",FALSE,TRUE,"2016-04-18 15:41:19.072646+00","2016-04-18 15:40:37.345602+00"
129,24,80,"case filed",TRUE,TRUE,"2016-04-19 21:54:36.971076+00","2016-04-11 21:46:20.404007+00"
985,28,120,"New Convo 2016-07-20 at 17:11:58.905",FALSE,TRUE,"2016-07-20 19:54:05.996046+00","2016-07-20 17:13:35.920719+00"
171,28,57,"Missed Appointment",FALSE,TRUE,"2016-04-19 17:54:41.117571+00","2016-04-19 17:54:16.489174+00"
125,21,41,"Call ARS",FALSE,TRUE,"2016-04-18 19:58:51.781787+00","2016-04-11 16:58:10.091872+00"
167,36,105,"Hi, how are you?",FALSE,TRUE,"2016-04-18 19:59:49.075984+00","2016-04-18 19:35:57.153844+00"
181,24,37,"none",FALSE,TRUE,"2016-05-19 14:04:47.59286+00","2016-04-21 07:00:42.907432+00"
142,24,37,"none",FALSE,TRUE,"2016-05-19 14:05:02.561023+00","2016-04-14 16:53:21.582314+00"
131,19,86,"checking in",FALSE,TRUE,"2016-04-28 18:10:03.746157+00","2016-04-12 15:57:40.385252+00"
150,24,98,"Intro",TRUE,TRUE,"2016-05-24 17:01:15.799923+00","2016-04-15 19:34:01.839682+00"
109,24,72,"Not Checking in with TASC",TRUE,TRUE,"2016-04-19 14:27:14.00972+00","2016-04-06 20:07:23.125034+00"
173,28,57,"Automatically created on 2016-04-19 at 23:52:57.518",FALSE,TRUE,"2016-04-20 00:57:51.057873+00","2016-04-19 23:51:55.694613+00"
172,28,57,"Automatically created on 2016-04-19 at 17:59:21.493",FALSE,TRUE,"2016-04-19 23:36:34.93935+00","2016-04-19 17:58:20.192621+00"
979,28,49,"New Convo 2016-07-20 at 01:32:25.859",FALSE,TRUE,"2016-07-20 14:27:30.68918+00","2016-07-20 01:34:02.032916+00"
983,28,49,"New Convo 2016-07-20 at 14:31:06.253",FALSE,TRUE,"2016-07-20 19:54:20.968974+00","2016-07-20 14:32:43.125875+00"
535,56,190,"contact any time",TRUE,TRUE,"2016-07-20 14:40:14.030446+00","2016-06-08 15:51:21.14751+00"
176,11,108,"you have a class tonigh",FALSE,TRUE,"2016-04-20 15:30:02.270676+00","2016-04-20 15:27:40.113862+00"
178,28,109,"Call me!",FALSE,TRUE,"2016-04-20 16:39:01.829598+00","2016-04-20 16:38:10.512581+00"
130,24,39,"TEST",FALSE,TRUE,"2016-05-18 13:48:24.660308+00","2016-04-12 13:30:44.860601+00"
98,31,67,"Missed Appointment",FALSE,TRUE,"2016-04-29 23:43:00.990343+00","2016-04-06 12:25:39.525158+00"
94,24,66,"NOT CHECKING IN",TRUE,TRUE,"2016-07-27 18:20:59.172596+00","2016-04-05 21:30:52.471807+00"
124,24,81,"Introducation",TRUE,TRUE,"2016-04-21 13:48:03.797515+00","2016-04-11 16:27:03.316911+00"
182,24,111,"appointment",TRUE,TRUE,"2016-04-21 16:25:00.544508+00","2016-04-21 16:20:59.789728+00"
102,28,32,"Automatically created on 2016-04-06 at 16:49:23.850",FALSE,TRUE,"2016-04-06 16:49:41.428059+00","2016-04-06 16:48:50.282107+00"
101,28,52,"Test",FALSE,TRUE,"2016-04-06 21:51:36.961825+00","2016-04-06 16:35:19.579464+00"
170,28,52,"Automatically created on 2016-04-19 at 01:09:18.195",FALSE,TRUE,"2016-04-19 17:11:19.674018+00","2016-04-19 01:08:18.391254+00"
180,28,32,"Automatically created on 2016-04-20 at 22:38:47.640",FALSE,TRUE,"2016-04-21 00:06:33.792021+00","2016-04-20 22:37:43.793042+00"
1011,63,411,"New Convo 2016-07-26 at 16:11:57.114",FALSE,TRUE,"2016-07-26 16:25:37.20454+00","2016-07-26 16:13:41.860918+00"
1035,28,532,"PR appt.",FALSE,TRUE,"2016-07-26 18:48:05.735047+00","2016-07-26 18:48:01.861935+00"
1010,43,357,"new phone",FALSE,FALSE,"2016-07-26 15:24:50.676897+00","2016-07-26 15:24:50.662126+00"
980,67,425,"New Convo 2016-07-20 at 13:59:17.460",TRUE,TRUE,"2016-08-09 17:15:32.54033+00","2016-07-20 14:00:54.305315+00"
213,28,58,"Automatically created on 2016-04-25 at 22:29:19.694",FALSE,TRUE,"2016-04-26 15:21:13.829215+00","2016-04-25 22:28:05.264712+00"
184,28,100,"Appt. canceled next week!",FALSE,TRUE,"2016-04-22 01:19:25.66939+00","2016-04-22 01:18:00.330515+00"
185,28,101,"Appt. canceled next week!",FALSE,TRUE,"2016-04-22 01:21:51.501197+00","2016-04-22 01:19:40.615487+00"
207,28,120,"Group This Wednesday",FALSE,TRUE,"2016-04-25 22:11:30.394128+00","2016-04-25 22:10:31.928151+00"
266,28,51,"New Convo 2016-05-03 at 19:15:32.785",FALSE,TRUE,"2016-05-03 20:00:35.14561+00","2016-05-03 19:14:01.691861+00"
217,28,58,"Group This Wednesday",FALSE,TRUE,"2016-04-26 15:21:54.019891+00","2016-04-26 15:21:34.809833+00"
215,32,121,"Missed last April 4th Appt",TRUE,TRUE,"2016-07-18 20:59:25.864285+00","2016-04-26 02:55:57.706882+00"
186,28,101,"Automatically created on 2016-04-22 at 01:27:05.088",FALSE,TRUE,"2016-04-25 19:14:31.740809+00","2016-04-22 01:25:58.864072+00"
209,28,55,"Group This Wednesday",FALSE,TRUE,"2016-04-25 22:12:18.386389+00","2016-04-25 22:12:10.552205+00"
297,28,57,"News",FALSE,TRUE,"2016-05-09 16:11:23.53785+00","2016-05-09 16:11:15.631665+00"
187,28,100,"Automatically created on 2016-04-22 at 02:19:27.681",FALSE,TRUE,"2016-04-25 19:15:02.05996+00","2016-04-22 02:18:21.380484+00"
193,20,38,"Automatically created on 2016-04-25 at 21:09:40.023",TRUE,FALSE,"2016-04-25 21:08:25.722371+00","2016-04-25 21:08:25.711819+00"
227,28,100,"Monday SAG",FALSE,TRUE,"2016-04-27 00:50:51.663554+00","2016-04-27 00:50:05.398516+00"
192,28,100,"Automatically created on 2016-04-25 at 19:21:53.642",FALSE,TRUE,"2016-04-25 21:10:12.625433+00","2016-04-25 19:20:39.487806+00"
210,28,56,"Group This Wednesday",FALSE,TRUE,"2016-04-25 22:12:44.026156+00","2016-04-25 22:12:33.319051+00"
194,28,75,"Group This Wednesday",FALSE,TRUE,"2016-04-25 21:36:43.65494+00","2016-04-25 21:34:19.589204+00"
195,28,55,"Group This Wednesday",FALSE,TRUE,"2016-04-25 21:37:16.894593+00","2016-04-25 21:37:02.173551+00"
196,28,56,"Group This Wednesday",FALSE,TRUE,"2016-04-25 21:37:42.718597+00","2016-04-25 21:37:34.980487+00"
218,28,120,"New Convo 2016-04-26 at 17:01:35.264",FALSE,TRUE,"2016-04-26 17:51:45.100266+00","2016-04-26 17:00:19.196512+00"
211,28,57,"Group This Wednesday",FALSE,TRUE,"2016-04-25 22:13:27.842354+00","2016-04-25 22:13:20.656488+00"
198,28,49,"Group This Wednesday",FALSE,TRUE,"2016-04-25 21:38:38.313057+00","2016-04-25 21:38:28.731588+00"
253,24,117,"POSITIVE UA TEST",FALSE,TRUE,"2016-05-04 18:32:02.639487+00","2016-04-29 21:08:15.478401+00"
197,28,55,"Automatically created on 2016-04-25 at 21:39:26.841",FALSE,TRUE,"2016-04-25 21:39:05.439145+00","2016-04-25 21:38:12.48569+00"
250,24,131,"Case Filed",FALSE,TRUE,"2016-06-10 22:10:27.046116+00","2016-04-29 19:08:03.14952+00"
199,28,51,"Group This Wednesday",FALSE,TRUE,"2016-04-25 21:39:32.11047+00","2016-04-25 21:39:17.739116+00"
219,28,51,"Today",FALSE,TRUE,"2016-04-26 18:38:12.734484+00","2016-04-26 18:37:28.496192+00"
201,28,75,"Automatically created on 2016-04-25 at 21:41:42.946",FALSE,TRUE,"2016-04-25 21:41:10.734087+00","2016-04-25 21:40:28.586924+00"
202,28,57,"Group This Wednesday",FALSE,TRUE,"2016-04-25 21:41:42.798053+00","2016-04-25 21:41:34.763407+00"
188,20,24,"Code For America",FALSE,TRUE,"2016-05-13 14:25:31.34269+00","2016-04-22 18:35:56.257853+00"
